Index,Box,Regional
1372,12517,659
1373,12518,666
1374,12525,430
1375,12527,665
1376,12531,246
1377,12536,1596
1378,12538,1920
1379,12540,2238
1380,12545,1294
1381,12557,7654
1382,12567,7279
1383,12572,6878
1384,12573,6443
1385,12576,5568
1386,12581,5999
1387,12582,4191
1388,12588,2925
1389,12590,2563
1390,12592,3746
1391,12603,2753
1392,12607,3547
1393,12609,3142
1394,12618,4438
1395,12664,2083
1396,12666,2407
1397,12669,2406
1398,12672,1451
1399,12682,930
1400,12683,1002
1401,12684,298
1402,12686,488
1403,12691,726
1404,12693,141
1405,12695,64
1406,12708,251
1407,12711,250
1408,12726,355
1409,12733,436
1410,12736,428
1411,12743,245
1412,12747,105
1413,12759,1595
1414,12765,7996
1415,12782,7278
1416,12785,6445
1417,12793,5117
1418,12798,4650
1419,12800,3327
1420,12807,4192
1421,12829,3991
1422,12855,8703
1423,12880,2087
1424,12882,1760
1425,12890,2411
1426,12895,1452
1427,12896,1152
1428,12900,931
1429,12907,1001
1430,12915,196
1431,12918,65
1432,12920,194
1433,12922,193
1434,12924,192
1435,12926,104
1436,12933,198
1437,12936,356
1438,12938,557
1439,12941,558
1440,12945,353
1441,12947,186
1442,12950,429
1443,12951,435
1444,12957,244
1445,12959,242
1446,12960,663
1447,12965,99
1448,12970,2561
1449,12971,1918
1450,12973,2235
1451,12977,1293
1452,12979,1594
1453,13000,7642
1454,13003,6877
1455,13007,6446
1456,13009,6001
1457,13012,5569
1458,13015,5571
1459,13017,5118
1460,13020,3325
1461,13022,2924
1462,13023,3745
1463,13035,2754
1464,13043,3141
1465,13061,4437
1466,13119,1763
1467,13121,2088
1468,13130,1153
1469,13137,664
1470,13139,301
1471,13141,491
1472,13143,729
1473,13147,138
1474,13148,142
1475,13162,103
1476,13164,102
1477,13187,249
1478,13198,98
1479,13201,30
1480,13210,2560
1481,13211,1917
1482,13215,1297
1483,13237,7266
1484,13240,6002
1485,13242,6444
1486,13251,4649
1487,13260,4190
1488,13274,2412
1489,13357,2091
1490,13358,1764
1491,13360,1454
1492,13373,872
1493,13377,871
1494,13380,1004
1495,13392,132
1496,13396,137
1497,13397,135
1498,13399,134
1499,13401,133
1500,13405,29
1501,13409,187
1502,13411,350
1503,13413,352
1504,13415,185
1505,13416,351
1506,13420,61
1507,13423,243
1508,13424,433
1509,13432,97
1510,13434,434
1511,13436,95
1512,13442,2923
1513,13444,2234
1514,13450,1598
1515,13468,7995
1516,13477,6867
1517,13482,5572
1518,13485,5119
1519,13488,5120
1520,13489,4651
1521,13491,3743
1522,13492,3324
1523,13497,4193
1524,13508,2752
1525,13531,4436
1526,13551,8358
1527,13588,1455
1528,13590,1766
1529,13595,2092
1530,13597,1154
1531,13601,873
1532,13606,613
1533,13608,302
1534,13610,485
1535,13611,996
1536,13613,723
1537,13615,296
1538,13618,297
1539,13635,28
1540,13654,247
1541,13661,96
1542,13668,26
1543,13671,2564
1544,13673,2239
1545,13674,1921
1546,13677,1288
1547,13679,1587
1548,13687,8354
1549,13708,6000
1550,13709,6436
1551,13722,2927
1552,13723,3328
1553,13724,3747
1554,13728,3985
1555,13735,2740
1556,13737,2408
1557,13740,3541
1558,13745,3131
1559,13746,2742
1560,13808,1767
1561,13809,1458
1562,13811,1155
1563,13826,614
1564,13844,290
1565,13845,295
1566,13849,292
1567,13852,291
1568,13853,136
1569,13854,36
1570,13857,4
1571,13859,31
1572,13861,181
1573,13863,184
1574,13865,183
1575,13867,182
1576,13869,60
1577,13872,32
1578,13875,248
1579,13880,100
1580,13884,27
1581,13887,396
1582,13890,33
1583,13898,2549
1584,13899,1908
1585,13903,1589
1586,13927,6869
1587,13932,5570
1588,13934,5104
1589,13938,4635
1590,13945,4177
1591,13954,2409
1592,13956,2399
1593,13958,2089
1594,13963,3132
1595,13964,2741
1596,14026,1159
1597,14028,1459
1598,14031,1768
1599,14034,874
1600,14038,615
1601,14042,397
1602,14043,1289
1603,14044,487
1604,14046,724
1605,14048,998
1606,14051,484
1607,14053,486
1608,14058,481
1609,14088,101
1610,14094,34
1611,14104,2909
1612,14106,2225
1613,14112,1909
1614,14128,7643
1615,14139,7267
1616,14142,6437
1617,14144,5993
1618,14149,5556
1619,14154,3731
1620,14155,3309
1621,14171,2398
1622,14176,2400
1623,14178,3133
1624,14179,2743
1625,14183,3983
1626,14232,878
1627,14233,1460
1628,14234,1160
1629,14265,479
1630,14270,480
1631,14271,294
1632,14273,293
1633,14275,38
1634,14278,37
1635,14280,288
1636,14282,131
1637,14284,118
1638,14285,121
1639,14287,120
1640,14289,119
1641,14292,224
1642,14297,35
1643,14303,225
1644,14304,39
1645,14306,125
1646,14308,127
1647,14310,2910
1648,14312,2550
1649,14313,2226
1650,14316,1590
1651,14319,1911
1652,14347,6868
1653,14351,5984
1654,14353,5103
1655,14356,4634
1656,14359,3310
1657,14360,3730
1658,14361,4176
1659,14372,2090
1660,14373,2390
1661,14378,3537
1662,14379,2728
1663,14382,3124
1664,14383,2077
1665,14437,879
1666,14439,1161
1667,14443,1765
1668,14445,618
1669,14448,619
1670,14449,398
1671,14451,399
1672,14453,226
1673,14456,1291
1674,14457,725
1675,14460,999
1676,14462,719
1677,14464,722
1678,14466,718
1679,14493,76
1680,14503,126
1681,14517,2911
1682,14518,2227
1683,14551,7640
1684,14552,6862
1685,14554,6427
1686,14559,5555
1687,14566,4633
1688,14582,2729
1689,14583,3125
1690,14603,3982
1691,14634,1755
1692,14638,1456
1693,14639,880
1694,14668,717
1695,14670,482
1696,14673,483
1697,14675,477
1698,14678,129
1699,14682,128
1700,14684,289
1701,14687,273
1702,14688,271
1703,14691,272
1704,14696,122
1705,14700,124
1706,14705,274
1707,14707,130
1708,14711,279
1709,14713,3311
1710,14715,2551
1711,14720,1592
1712,14723,1912
1713,14724,2229
1714,14752,7263
1715,14760,5983
1716,14761,5102
1717,14764,4175
1718,14765,3732
1719,14777,2394
1720,14785,2735
1721,14787,2079
1722,14816,8000
1723,14837,620
1724,14842,1156
1725,14845,1457
1726,14847,400
1727,14850,401
1728,14851,284
1729,14853,285
1730,14855,286
1731,14856,992
1732,14859,1292
1733,14861,1000
1734,14863,993
1735,14865,997
1736,14866,991
1737,14892,282
1738,14893,123
1739,14896,278
1740,14914,3733
1741,14918,2552
1742,14919,3312
1743,14921,2912
1744,14930,7994
1745,14938,7999
1746,14958,6861
1747,14960,6426
1748,14961,5554
1749,14970,4632
1750,14984,3539
1751,14985,3129
1752,14986,2736
1753,15000,3981
1754,15034,1758
1755,15040,1157
1756,15041,875
1757,15068,715
1758,15070,721
1759,15071,720
1760,15074,478
1761,15077,1283
1762,15080,281
1763,15083,280
1764,15085,460
1765,15088,458
1766,15089,459
1767,15094,275
1768,15097,276
1769,15100,277
1770,15102,461
1771,15106,283
1772,15109,468
1773,15119,1591
1774,15121,1913
1775,15122,2554
1776,15125,2230
1777,15135,7648
1778,15159,5982
1779,15160,6424
1780,15161,5101
1781,15162,5553
1782,15164,4180
1783,15172,3984
1784,15177,2396
1785,15181,2738
1786,15184,2081
1787,15196,3540
1788,15231,1450
1789,15233,616
1790,15240,1158
1791,15242,287
1792,15245,475
1793,15246,472
1794,15248,473
1795,15250,474
1796,15251,1284
1797,15256,1290
1798,15257,1285
1799,15261,995
1800,15269,716
1801,15288,470
1802,15297,462
1803,15298,697
1804,15299,466
1805,15307,3737
1806,15309,3317
1807,15312,2913
1808,15314,3313
1809,15349,6425
1810,15360,4639
1811,15376,2739
1812,15377,3130
1813,15382,3538
1814,15405,7997
1815,15422,1757
1816,15428,877
1817,15430,876
1818,15450,1588
1819,15452,1582
1820,15455,989
1821,15457,994
1822,15459,696
1823,15464,1287
1824,15469,469
1825,15473,467
1826,15475,695
1827,15477,694
1828,15480,463
1829,15482,465
1830,15483,464
1831,15492,471
1832,15494,704
1833,15504,2914
1834,15505,1910
1835,15509,2228
1836,15510,2553
1837,15537,7262
1838,15541,6860
1839,15543,5981
1840,15546,5989
1841,15548,5107
1842,15550,4184
1843,15564,2397
1844,15567,2737
1845,15569,2080
1846,15599,8356
1847,15610,1448
1848,15614,617
1849,15619,1149
1850,15621,476
1851,15624,711
1852,15625,708
1853,15627,709
1854,15629,710
1855,15630,1583
1856,15633,1584
1857,15640,1286
1858,15645,990
1859,15648,968
1860,15655,705
1861,15665,706
1862,15670,698
1863,15673,969
1864,15676,702
1865,15681,4181
1866,15684,3734
1867,15687,3314
1868,15714,7641
1869,15720,7265
1870,15723,6433
1871,15727,5560
1872,15734,4642
1873,15749,3128
1874,15751,2734
1875,15760,3535
1876,15773,3536
1877,15801,869
1878,15818,1593
1879,15819,1915
1880,15822,1904
1881,15824,1586
1882,15828,1282
1883,15831,967
1884,15836,1585
1885,15842,703
1886,15846,701
1887,15848,966
1888,15851,699
1889,15853,700
1890,15862,707
1891,15864,977
1892,15874,3316
1893,15875,2915
1894,15877,2557
1895,15879,1916
1896,15882,2233
1897,15894,7646
1898,15910,6865
1899,15916,5990
1900,15917,6432
1901,15919,5109
1902,15932,2395
1903,15937,2733
1904,15941,2078
1905,15942,3126
1906,15945,3127
1907,15978,1756
1908,15979,1449
1909,15982,1151
1910,15983,712
1911,15988,870
1912,15991,713
1913,15996,980
1914,15998,981
1915,16000,982
1916,16002,1905
1917,16012,1581
1918,16016,1258
1919,16019,1257
1920,16036,978
1921,16041,970
1922,16043,1259
1923,16044,972
1924,16052,4640
1925,16056,3736
1926,16069,7647
1927,16080,7644
1928,16100,5561
1929,16113,3670
1930,16119,2731
1931,16168,714
1932,16175,983
1933,16185,2231
1934,16189,1914
1935,16192,2222
1936,16193,1907
1937,16195,1906
1938,16199,1552
1939,16202,1256
1940,16207,1903
1941,16212,976
1942,16214,973
1943,16217,974
1944,16222,971
1945,16230,1268
1946,16231,975
1947,16233,979
1948,16238,4183
1949,16243,3315
1950,16247,2921
1951,16249,2559
1952,16251,2232
1953,16258,7645
1954,16279,6435
1955,16282,5992
1956,16285,5988
1957,16287,5108
1958,16290,5559
1959,16299,2393
1960,16302,2730
1961,16305,1754
1962,16307,2076
1963,16309,2732
1964,16311,3122
1965,16314,3123
1966,16344,1447
1967,16347,1150
1968,16348,987
1969,16352,984
1970,16355,988
1971,16356,985
1972,16362,1271
1973,16364,1272
1974,16366,1273
1975,16379,1872
1976,16382,1554
1977,16387,1553
1978,16399,1265
1979,16402,1267
1980,16407,1260
1981,16409,1555
1982,16411,1262
1983,16418,4641
1984,16422,3735
1985,16457,6866
1986,16486,3121
1987,16517,1446
1988,16534,986
1989,16535,1274
1990,16544,2547
1991,16546,2224
1992,16551,2223
1993,16555,2220
1994,16559,1871
1995,16564,2195
1996,16568,1263
1997,16571,1264
1998,16577,1566
1999,16579,1261
2000,16588,1269
2001,16589,1266
2002,16594,4182
2003,16597,3323
2004,16599,3321
2005,16601,2555
2006,16603,2922
2007,16605,2558
2008,16614,7270
2009,16616,7269
2010,16626,7264
2011,16630,7272
2012,16633,6434
2013,16636,5991
2014,16639,5562
2015,16640,5106
2016,16643,5111
2017,16644,4638
2018,16653,2391
2019,16657,1753
2020,16658,2074
2021,16661,2726
2022,16662,2392
2023,16668,2860
2024,16678,3257
2025,16680,3668
2026,16698,1148
2027,16703,1278
2028,16706,1275
2029,16707,1279
2030,16711,1276
2031,16716,1570
2032,16719,1571
2033,16721,1572
2034,16725,2548
2035,16727,2544
2036,16731,2221
2037,16734,2194
2038,16739,1873
2039,16740,1560
2040,16758,1874
2041,16759,1557
2042,16762,1556
2043,16778,2556
2044,16779,2917
2045,16785,7271
2046,16807,6863
2047,16835,2725
2048,16857,7998
2049,16870,1280
2050,16885,1277
2051,16887,1574
2052,16896,2900
2053,16898,2918
2054,16899,2901
2055,16900,2898
2056,16904,2543
2057,16905,2516
2058,16906,2517
2059,16907,2542
2060,16908,2518
2061,16912,2193
2062,16916,2515
2063,16917,2514
2064,16919,1270
2065,16922,1559
2066,16924,1561
2067,16928,1567
2068,16932,1558
2069,16939,1565
2070,16941,4179
2071,16942,4178
2072,16944,3741
2073,16946,3740
2074,16947,3320
2075,16949,3322
2076,16950,2916
2077,16953,2920
2078,16954,2919
2079,16960,7268
2080,16973,6864
2081,16975,6870
2082,16983,6428
2083,16985,5985
2084,16986,5557
2085,16987,4637
2086,16988,5110
2087,16989,4643
2088,16991,4636
2089,17000,2075
2090,17003,1751
2091,17004,1752
2092,17009,2388
2093,17011,2727
2094,17014,2861
2095,17042,1551
2096,17047,1281
2097,17049,1577
2098,17051,1573
2099,17053,1578
2100,17056,1575
2101,17064,1892
2102,17065,1893
2103,17068,1894
2104,17074,2546
2105,17075,2545
2106,17076,2899
2107,17081,2877
2108,17082,1882
2109,17083,1880
2110,17084,2513
2111,17085,2197
2112,17086,2196
2113,17087,1878
2114,17088,1879
2115,17090,2875
2116,17098,1883
2117,17099,1568
2118,17100,1564
2119,17101,1569
2120,17103,1889
2121,17104,1890
2122,17107,1876
2123,17110,1875
2124,17122,3318
2125,17124,3319
2126,17148,6871
2127,17150,6429
2128,17151,6430
2129,17154,5558
2130,17177,2864
2131,17179,2389
2132,17182,2503
2133,17202,7978
2134,17217,1579
2135,17229,1576
2136,17232,1897
2137,17241,3294
2138,17250,2897
2139,17252,2876
2140,17255,2204
2141,17261,2202
2142,17266,2198
2143,17267,1563
2144,17268,1562
2145,17269,1881
2146,17274,1885
2147,17276,1888
2148,17278,2208
2149,17280,1877
2150,17284,1886
2151,17285,1887
2152,17289,4187
2153,17292,3739
2154,17307,7624
2155,17315,6431
2156,17325,5987
2157,17326,5986
2158,17331,5105
2159,17344,2072
2160,17347,1750
2161,17353,2073
2162,17356,2505
2163,17362,3260
2164,17387,1868
2165,17389,1870
2166,17393,1580
2167,17397,1896
2168,17400,1900
2169,17405,1898
2170,17407,1895
2171,17411,2211
2172,17412,2212
2173,17429,2203
2174,17432,2519
2175,17443,1884
2176,17446,1891
2177,17455,2199
2178,17456,2207
2179,17457,2200
2180,17458,2201
2181,17460,4186
2182,17467,3700
2183,17469,3738
2184,17488,6438
2185,17490,5994
2186,17495,6439
2187,17522,3259
2188,17525,2186
2189,17529,2863
2190,17532,4116
2191,17565,1901
2192,17575,1899
2193,17577,2215
2194,17587,3699
2195,17594,3274
2196,17597,3293
2197,17601,3275
2198,17607,2524
2199,17609,2878
2200,17611,2520
2201,17615,2205
2202,17619,2206
2203,17620,2209
2204,17636,4185
2205,17643,7240
2206,17663,5995
2207,17664,6835
2208,17666,6392
2209,17675,5113
2210,17678,4645
2211,17690,1867
2212,17693,1869
2213,17698,2187
2214,17708,3669
2215,17731,2190
2216,17733,2192
2217,17736,1902
2218,17741,2210
2219,17743,2217
2220,17748,2213
2221,17751,2214
2222,17757,2532
2223,17793,2522
2224,17794,2521
2225,17796,2523
2226,17806,4143
2227,17807,4141
2228,17811,6836
2229,17814,7622
2230,17824,5565
2231,17825,5946
2232,17826,5948
2233,17832,5563
2234,17836,5564
2235,17858,3258
2236,17860,2504
2237,17863,2862
2238,17890,8341
2239,17900,2218
2240,17909,2216
2241,17920,2533
2242,17927,3698
2243,17934,2525
2244,17943,2527
2245,17945,2526
2246,17958,4644
2247,17966,7241
2248,17976,7977
2249,17983,5947
2250,17984,6393
2251,17990,5520
2252,17994,5112
2253,18006,2188
2254,18009,2191
2255,18010,2189
2256,18015,2506
2257,18018,2865
2258,18022,3261
2259,18038,8339
2260,18048,2511
2261,18052,2512
2262,18056,2219
2263,18060,2530
2264,18061,2531
2265,18065,2538
2266,18069,2535
2267,18071,2534
2268,18072,2536
2269,18081,3276
2270,18083,3680
2271,18085,3681
2272,18088,2881
2273,18090,2879
2274,18097,2529
2275,18099,2528
2276,18107,4595
2277,18110,4593
2278,18114,7243
2279,18115,6838
2280,18130,6395
2281,18158,2509
2282,18168,3671
2283,18193,2510
2284,18196,2540
2285,18199,2539
2286,18212,2537
2287,18215,2890
2288,18216,2888
2289,18219,4127
2290,18228,2882
2291,18244,2880
2292,18248,5065
2293,18250,4142
2294,18258,6396
2295,18270,5951
2296,18274,5519
2297,18284,4569
2298,18291,2507
2299,18294,2508
2300,18298,2867
2301,18300,2868
2302,18307,3262
2303,18314,8338
2304,18335,2873
2305,18341,2541
2306,18347,2887
2307,18350,2892
2308,18352,2886
2309,18356,2889
2310,18357,2891
2311,18364,4126
2312,18367,3682
2313,18369,4125
2314,18373,3280
2315,18379,2883
2316,18382,2884
2317,18384,2885
2318,18390,5063
2319,18397,6398
2320,18399,6839
2321,18405,7623
2322,18415,5950
2323,18420,5518
2324,18438,2871
2325,18440,2866
2326,18474,2874
2327,18478,2872
2328,18484,3289
2329,18489,2893
2330,18490,2894
2331,18509,3281
2332,18510,3278
2333,18511,3277
2334,18525,4594
2335,18526,4581
2336,18529,4580
2337,18530,7242
2338,18532,6397
2339,18548,5952
2340,18566,2869
2341,18569,3265
2342,18581,3672
2343,18586,4117
2344,18598,8329
2345,18613,2896
2346,18617,2895
2347,18625,3284
2348,18626,3285
2349,18627,3290
2350,18630,3287
2351,18631,3288
2352,18637,4579
2353,18638,3683
2354,18640,4128
2355,18650,3282
2356,18654,3283
2357,18656,5516
2358,18670,6837
2359,18687,5949
2360,18701,2870
2361,18704,3266
2362,18706,3268
2363,18708,3264
2364,18715,3673
2365,18741,3272
2366,18746,3273
2367,18750,3286
2368,18754,3292
2369,18775,3688
2370,18778,3689
2371,18780,3685
2372,18784,3279
2373,18792,5064
2374,18794,5052
2375,18797,5051
2376,18818,6394
2377,18824,5944
2378,18839,3675
2379,18841,3267
2380,18877,3271
2381,18881,3291
2382,18885,3692
2383,18891,3691
2384,18897,3693
2385,18899,3684
2386,18904,4582
2387,18905,4129
2388,18914,3690
2389,18925,5050
2390,18936,7621
2391,18943,7968
2392,18953,5517
2393,18954,4571
2394,18964,3263
2395,18970,3676
2396,18971,3270
2397,18972,3674
2398,18979,4118
2399,19008,3678
2400,19009,3679
2401,19021,3694
2402,19032,4131
2403,19040,4134
2404,19042,3686
2405,19046,3687
2406,19051,7969
2407,19060,7239
2408,19078,6391
2409,19093,3269
2410,19101,4572
2411,19105,4121
2412,19114,8684
2413,19124,8330
2414,19129,8685
2415,19137,3695
2416,19140,3696
2417,19152,3697
2418,19154,4130
2419,19160,4583
2420,19163,4135
2421,19178,5506
2422,19180,5505
2423,19184,5504
2424,19186,6834
2425,19204,5945
2426,19213,4573
2427,19219,3677
2428,19223,4120
2429,19234,4574
2430,19245,8677
2431,19262,4124
2432,19272,4136
2433,19273,4137
2434,19281,5053
2435,19288,4585
2436,19292,4132
2437,19294,4133
2438,19298,7965
2439,19300,8327
2440,19317,7612
2441,19326,5934
2442,19341,4119
2443,19380,4123
2444,19397,4140
2445,19406,4588
2446,19410,4584
2447,19415,5508
2448,19420,7966
2449,19424,5933
2450,19427,5932
2451,19432,7238
2452,19440,6390
2453,19455,4122
2454,19462,5044
2455,19465,4576
2456,19475,8676
2457,19499,4138
2458,19507,4139
2459,19511,5054
2460,19513,4587
2461,19523,4586
2462,19527,7611
2463,19529,7967
2464,19537,6833
2465,19551,6381
2466,19567,4575
2467,19594,8328
2468,19605,4577
2469,19610,4589
2470,19625,5056
2471,19642,7610
2472,19655,6380
2473,19663,5055
2474,19684,5046
2475,19718,4591
2476,19719,4592
2477,19726,5058
2478,19733,5507
2479,19734,5936
2480,19737,8326
2481,19740,7226
2482,19744,7963
2483,19746,6379
2484,19750,7227
2485,19756,6824
2486,19766,5045
2487,19801,9023
2488,19809,4590
2489,19822,5057
2490,19839,7962
2491,19840,7609
2492,19845,7225
2493,19850,6825
2494,19869,5499
2495,19871,4578
2496,19876,5047
2497,19908,5059
2498,19913,5061
2499,19915,5062
2500,19923,5510
2501,19925,5935
2502,19929,7964
2503,19940,6383
2504,19943,6823
2505,19956,5509
2506,19985,8675
2507,19997,5048
2508,20012,5511
2509,20028,7960
2510,20037,7231
2511,20043,8325
2512,20047,5500
2513,20061,5501
2514,20068,9018
2515,20087,5060
2516,20090,5512
2517,20095,5937
2518,20104,6382
2519,20109,7608
2520,20119,7230
2521,20131,5515
2522,20144,5049
2523,20179,5514
2524,20188,5939
2525,20189,5938
2526,20195,6827
2527,20213,8333
2528,20221,5927
2529,20258,5502
2530,20276,6384
2531,20284,7961
2532,20291,7615
2533,20330,8679
2534,20342,5513
2535,20345,5940
2536,20349,5942
2537,20360,6826
2538,20366,7973
2539,20367,7233
2540,20377,5943
2541,20386,5928
2542,20389,5503
2543,20409,9337
2544,20428,6385
2545,20458,6373
2546,20493,5930
2547,20508,6828
2548,20511,7232
2549,20519,7617
2550,20569,5941
2551,20572,6387
2552,20576,6388
2553,20580,6389
2554,20592,8335
2555,20611,5931
2556,20657,7616
2557,20662,7974
2558,20676,6374
2559,20678,6817
2560,20709,6377
2561,20717,6831
2562,20720,6830
2563,20725,7234
2564,20740,8680
2565,20763,9021
2566,20784,6386
2567,20795,6832
2568,20823,6378
2569,20869,7972
2570,20908,9339
2571,20920,6829
2572,20923,7236
2573,20928,7237
2574,20931,7618
2575,20936,8334
2576,20950,6818
2577,20959,6822
2578,21010,7221
2579,21022,6821
2580,21030,8681
2581,21057,7235
2582,21107,9022
2583,21126,7975
2584,21136,7620
2585,21174,7229
2586,21178,7619
2587,21187,8336
2588,21195,7222
2589,21255,7228
2590,21262,7605
2591,21266,8682
2592,21294,7613
2593,21307,7976
2594,21342,9338
2595,21352,7970
2596,21387,8337
2597,21397,7614
2598,21414,7606
2599,21428,8683
2600,21502,7971
2601,21508,8331
2602,21514,7957
2603,21527,9019
2604,21560,7958
2605,21576,9020
2606,21622,8678
2607,21633,8332
2608,21679,8322
2609,21684,9335
2610,21706,8323
2611,21757,8673
2612,21759,9015
2613,21802,8324
2614,21807,8674
2615,21814,9336
2616,21847,9017
2617,21900,8672
2618,21913,9333
2619,21944,9016
2620,21963,9012
2621,22002,9328
